id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:tree health condition,field:tree canopy symptoms,field:dieback percent,field:percent canopy affected (%),field:number of additional unhealthy trees (of same species) in area (within sight),"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:optional - what 'other factors' were observed?,field:optional - tree size,field:optional - access to water,field:optional - estimated time spent to make this observation (# of minutes),field:tree number (from google map) if applicable,field:tree number (from arboreta or other dataset) if applicable,field:optional - signs of sap sucker feeding?,field:notes,field:are baby redcedar trees present within sight?,field:brief tree health description,field:did the tree have any bark discoloration (eg. browning),field:evidence of wood borers or bark beetles?,field:leaf production or drop timing,field:location name - community spaces,field:location type - community spaces,field:most prevalent understory species,field:optional - can we follow up with you?,field:optional - did the tree have heat damage,field:optional - site hydrology,field:optional - site type,field:optional - site/area disturbance level,field:optional - site/location description,field:optional - slope position,field:optional - timing of symptoms estimate,field:optional - were there any other unhealthy plant species on the site?,field:percent of trees (of same species) within sight that are unhealthy,field:plant health condition,field:plant health symptom - rhododendron,field:powdery mildew - percent coverage,field:powdery mildew?,field:relative cone crop,field:sample submitted to laboratory?,field:signs of sooty bark disease?,field:suspected phytophthora infection?,field:tree canopy symptoms - birch,field:tree canopy symptoms - maple,field:tree canopy symptoms - wrc - simplified,field:tree condition,field:tree diameter,field:tree diameter (inches),field:tree equity score,field:tree health issue,field:tree height total (ft),field:tree number,field:urban tree health condition
107852500,985b09d3-d430-4c8c-85f3-d4114ce6cdac,2022-03-03 14:29:13,2022-03-03,2022-03-03 14:29:13 UTC,UTC,5293028,angela_mabel,Angela Mabel Gaither,2022-03-03 23:07:25 UTC,2022-03-17 03:31:54 UTC,research,,https://www.inaturalist.org/observations/107852500,https://static.inaturalist.org/photos/181473987/medium.jpeg,,"",,1,0,false,2,"Renton, WA 98058, USA",47.46689253,-122.16270397,6,,,,6,,open,false,,,Renton City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,0,"Healthy, no dieback(0%)",0,No,"Animal damage (woodpecker/sapsucker holes, bark peeling)",Large (too big to wrap arms around trunk),Tree may have occassional access to water in summer (watered by someone),,10,,,,,,,,,,,,,No,Upland or well drained,Suburban,Not Sure,Urban yard or open park grounds,Area is flat (e.g. field),This is the first time I have seen this tree,No,0,,,,,,,,,,,,,,,,,,,
107852831,25520225-dde9-4ffe-b68a-916cbb913bd6,2022-03-03 14:38:50,2022-03-03,2022-03-03 14:38:50 UTC,UTC,5293028,angela_mabel,Angela Mabel Gaither,2022-03-03 23:13:56 UTC,2022-03-17 03:41:38 UTC,research,,https://www.inaturalist.org/observations/107852831,https://static.inaturalist.org/photos/181474734/medium.jpeg,,"",Inside of canopy is thinned,1,0,false,2,"Renton, WA 98058, USA",47.46997741,-122.16699908,8,,,,8,,open,false,,,Renton City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,0,"Healthy, no dieback(0%)",0,"Yes (please elaborate in Notes, add Picture if possible)",Mechanical damage or fire scars,Large (too big to wrap arms around trunk),,,55,,,"Manicured/cut branches, cankers",,,,,,,,,,Yes (please include photo),,Suburban,,Roadside,Area is flat (e.g. field),This is the first time I have seen this tree,No,0,,,,,,,,,,,,,,,,,,,
107853422,f6b8089c-388d-4814-a18a-8dcbfaa21c6c,2022-03-03 15:04:10,2022-03-03,2022-03-03 23:04:10 UTC,Pacific Time (US & Canada),5293028,angela_mabel,Angela Mabel Gaither,2022-03-03 23:24:37 UTC,2024-09-22 00:47:59 UTC,research,,https://www.inaturalist.org/observations/107853422,https://static.inaturalist.org/photos/181475939/medium.jpeg,,"",Behind fence line but listed as city street tree,2,0,false,2,"Renton, WA 98057, USA",47.4771107,-122.22354404,6,,,,6,,open,false,,,Renton City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Candelabra top or very old spike top (old growth),10,1-29% of the canopy is unhealthy,0,"Yes (please elaborate in Notes, add Picture if possible)","Needle or leaf disease (dieback, checking, blight, etc.)",Large (too big to wrap arms around trunk),Tree may have occassional access to water in summer (watered by someone),,35,,,,,,,,,,,,,Yes (please include photo),Upland or well drained,Suburban,Not Sure,Urban yard or open park grounds,,This is the first time I have seen this tree,No,,,,,,,,,,,,,,,,,,,,
107855446,28c4eb53-ac75-4ee8-ba83-4e857bd5251a,2022-03-03 15:10:31,2022-03-03,2022-03-03 23:10:31 UTC,Pacific Time (US & Canada),5293028,angela_mabel,Angela Mabel Gaither,2022-03-04 00:11:03 UTC,2022-03-16 23:07:34 UTC,casual,,https://www.inaturalist.org/observations/107855446,https://static.inaturalist.org/photos/181480270/medium.jpeg,,"","Invasive ivy present, slight thinning top and close to trunk",0,0,true,2,"SW Sunset Blvd & Stevens Ave SW, Renton, WA 98057, USA",47.47807418,-122.22395076,4,,,,4,,open,false,,,Renton City Limits,King,Washington,United States,Washington,King,,Thuja plicata,western redcedar,Plantae,48252,,Thinning Canopy,10,1-29% of the canopy is unhealthy,0,No,Invasive plants present or growing on tree,Large (too big to wrap arms around trunk),Not sure,,61,,,,,,,,,,,,,Yes (please include photo),Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Roadside,Middle of a slope,This is the first time I have seen this tree,,,,,,,,,,,,,,,,,,,,,
107855536,abe01af7-ddd1-4b95-835f-74061d877dd7,2022-03-03 15:21:29,2022-03-03,2022-03-03 23:21:29 UTC,Pacific Time (US & Canada),5293028,angela_mabel,Angela Mabel Gaither,2022-03-04 00:13:26 UTC,2022-03-16 23:02:42 UTC,research,,https://www.inaturalist.org/observations/107855536,https://static.inaturalist.org/photos/181480568/medium.jpeg,,"",,1,0,false,2,"Renton, WA 98057, USA",47.48317699,-122.22027208,7,,,,7,,open,false,,,Renton City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Multiple Symptoms (please list in Notes),20,1-29% of the canopy is unhealthy,2-3,Not sure,"Needle or leaf disease (dieback, checking, blight, etc.)",,Tree does not typically have access to water in summer,,37,,,Thinning canopy and extra cone crop,,,,,,,,,,Not Sure,Upland or well drained,,Not Sure,Roadside,Area is flat (e.g. field),This is the first time I have seen this tree,No,100,,,,,,,,,,,,,,,,,,,
107855819,8ba4e45b-7edf-4eda-9721-d3bf68c88e81,2022-03-03 16:11:03,2022-03-03,2022-03-03 16:11:03 UTC,UTC,5293028,angela_mabel,Angela Mabel Gaither,2022-03-04 00:17:03 UTC,2022-03-16 22:49:29 UTC,research,,https://www.inaturalist.org/observations/107855819,https://static.inaturalist.org/photos/181480956/medium.jpeg,,"",,1,0,false,2,"Renton, WA 98057, USA",47.46573785,-122.23667923,6,,,,6,,open,false,,,Renton City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Thinning Canopy,30,30-59% of the canopy is unhealthy,2-3,No,"Needle or leaf disease (dieback, checking, blight, etc.)",Large (too big to wrap arms around trunk),Not sure,,15,,,,,,,,,,,,,Yes (please include photo),Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Roadside,Area is flat (e.g. field),This is the first time I have seen this tree,No,60,,,,,,,,,,,,,,,,,,,
107856302,a8641b61-e3e2-4f1f-9ec3-e40baf72a064,2022-03-03 16:13:33,2022-03-03,2022-03-03 16:13:33 UTC,UTC,5293028,angela_mabel,Angela Mabel Gaither,2022-03-04 00:25:50 UTC,2022-03-16 22:51:01 UTC,research,,https://www.inaturalist.org/observations/107856302,https://static.inaturalist.org/photos/181482798/medium.jpeg,,"",Urban intersection in office/industrial district. Energy field on opposite side of street,1,0,false,2,"Renton, WA 98057, USA",47.46598863,-122.2367272,6,,,,6,,open,false,,,Renton City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Thinning Canopy,60,60-99% of the canopy is unhealthy,2-3,Not sure,"Needle or leaf disease (dieback, checking, blight, etc.)",Medium (can wrap arms around trunk),Not sure,,16,,,,,,,,,,,,,Yes (please include photo),,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",,Area is flat (e.g. field),This is the first time I have seen this tree,No,60,,,,,,,,,,,,,,,,,,,
107857044,facc878d-1562-438d-a3a6-69640dfebb4c,2022-03-03 16:20:47,2022-03-03,2022-03-04 00:20:47 UTC,Pacific Time (US & Canada),5293028,angela_mabel,Angela Mabel Gaither,2022-03-04 00:37:50 UTC,2025-07-11 06:26:57 UTC,research,,https://www.inaturalist.org/observations/107857044,https://static.inaturalist.org/photos/181484938/medium.jpeg,,"",Sap sucker holes and heat damage. Thinning canopy.,1,0,false,2,"Renton, WA 98057, USA",47.46567704,-122.23525252,9,,,,9,,open,false,,,Renton City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Thinning Canopy,80,60-99% of the canopy is unhealthy,2-3,"Yes (please elaborate in Notes, add Picture if possible)","Animal damage (woodpecker/sapsucker holes, bark peeling)",Medium (can wrap arms around trunk),Tree may have occassional access to water in summer (watered by someone),,20,,,"Sapsucker holes, trunk flares out in a line where excessive holes are",,,,,,,,,,Yes (please include photo),,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Roadside,Area is flat (e.g. field),This is the first time I have seen this tree,No,100,,,,,,,,,,,,,,,,,,,
107907007,949f7239-4ff8-4d5d-91e5-bbc37546aeda,Fri Mar 04 2022 12:43:41 GMT-0800 (PST),2022-03-04,2022-03-04 20:43:41 UTC,Pacific Time (US & Canada),5193672,annenewcomb,,2022-03-04 20:46:53 UTC,2022-04-18 20:41:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107907007,https://inaturalist-open-data.s3.amazonaws.com/photos/181575895/medium.jpg,,"","",2,0,false,3,"West Tiger Mountain Nrca, Issaquah, WA, US",47.5204396667,-122.009432763,5,,,,5,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Tree is dead,,tree is dead,1,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107907495,229ddf9f-b650-40b8-9aee-a5adf70f4445,Fri Mar 04 2022 12:48:06 GMT-0800 (PST),2022-03-04,2022-03-04 20:48:06 UTC,Pacific Time (US & Canada),5193672,annenewcomb,,2022-03-04 20:55:48 UTC,2022-06-13 19:45:21 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/107907495,https://inaturalist-open-data.s3.amazonaws.com/photos/182890974/medium.jpg,,"","",1,0,false,3,"West Tiger Mountain Nrca, Issaquah, WA, US",47.5204180833,-122.0094909334,20,,,,20,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Old Dead Top (needles already gone),,60-99% of the canopy is unhealthy,2-3,Not sure,No selection,Medium (can wrap arms around trunk),Tree does not typically have access to water in summer,"",,,,"",,,,,,,,,Yes,Not Sure,Upland or well drained,Rural,"None - natural forest, far from development",Inside a forest canopy,Middle of a slope,No selection,No,40,,,,,,,,,,,,,,,,,,,
107914257,dece7484-d442-4a56-8a5f-808a2ea0e6ec,Fri Mar 04 2022 14:48:08 GMT-0800 (PST),2022-03-04,2022-03-04 22:48:08 UTC,Pacific Time (US & Canada),5231089,lyndsayf,,2022-03-04 22:51:05 UTC,2022-03-04 23:01:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107914257,https://inaturalist-open-data.s3.amazonaws.com/photos/181589583/medium.jpg,,"","",1,0,false,3,"E Lee St, Seattle, WA, US",47.6309583333,-122.28457,14,,,,14,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Branch Dieback or 'Flagging',20,1-29% of the canopy is unhealthy,0,No,Evidence of soil compaction,Large (too big to wrap arms around trunk),Tree does not typically have access to water in summer,30,57,,,"",,,,,,,,,Yes,No,Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Roadside,Middle of a slope,This is the first time I have seen this tree,No,0,,,,,,,,,,,,,,,,,,,
107914938,6a0e7851-1250-45a6-b2e6-ddfb0d188e38,Fri Mar 04 2022 14:57:57 GMT-0800 (PST),2022-03-04,2022-03-04 22:57:57 UTC,Pacific Time (US & Canada),5231089,lyndsayf,,2022-03-04 22:59:14 UTC,2022-03-04 23:03:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107914938,https://inaturalist-open-data.s3.amazonaws.com/photos/181590579/medium.jpg,,"","",1,0,false,3,"38th Ave E, Seattle, WA, US",47.630845,-122.2840366667,4,,,,4,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,0,"Healthy, no dieback(0%)",0,No,No selection,Large (too big to wrap arms around trunk),Tree does not typically have access to water in summer,10,29,,,"",,,,,,,,,Yes,No,Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Roadside,Middle of a slope,This is the first time I have seen this tree,No,0,,,,,,,,,,,,,,,,,,,
107915414,c52f57c4-94d8-4238-8815-c5921952a4a9,Fri Mar 04 2022 15:04:22 GMT-0800 (PST),2022-03-04,2022-03-04 23:04:22 UTC,Pacific Time (US & Canada),5231089,lyndsayf,,2022-03-04 23:07:08 UTC,2022-03-05 00:10:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107915414,https://inaturalist-open-data.s3.amazonaws.com/photos/181591555/medium.jpg,,"","",1,0,false,3,"38th Ave E, Seattle, WA, US",47.6306533333,-122.2841333333,5,,,,5,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,0,"Healthy, no dieback(0%)",0,"Yes (please elaborate in Notes, add Picture if possible)",Other (please describe in Notes),Large (too big to wrap arms around trunk),Tree does not typically have access to water in summer,10,53,,,There is a strange teal coloring growing on this tree and some surrounding western redcedars as well,,,,,,,,,Yes,No,Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Roadside,Middle of a slope,This is the first time I have seen this tree,No,0,,,,,,,,,,,,,,,,,,,
107915838,64c190d2-03f4-4885-89ea-77dcda724890,Fri Mar 04 2022 15:13:02 GMT-0800 (PST),2022-03-04,2022-03-04 23:13:02 UTC,Pacific Time (US & Canada),5231089,lyndsayf,,2022-03-04 23:13:55 UTC,2022-03-05 00:10:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107915838,https://inaturalist-open-data.s3.amazonaws.com/photos/181592432/medium.jpg,,"","",1,0,false,3,"38th Ave E, Seattle, WA, US",47.6307866667,-122.284125,5,,,,5,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,5,1-29% of the canopy is unhealthy,0,"Yes (please elaborate in Notes, add Picture if possible)",Other (please describe in Notes),Large (too big to wrap arms around trunk),Tree does not typically have access to water in summer,10,22,,,There is a strange teal coloring growing on this tree and some surrounding western redcedars as well,,,,,,,,,Yes,No,Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Roadside,Middle of a slope,This is the first time I have seen this tree,No,0,,,,,,,,,,,,,,,,,,,
107917955,1c683b4a-c718-496d-8098-fac28c2295c2,Fri Mar 04 2022 15:54:08 GMT-0800 (PST),2022-03-04,2022-03-04 23:54:08 UTC,Pacific Time (US & Canada),5231089,lyndsayf,,2022-03-04 23:55:58 UTC,2022-03-05 00:09:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107917955,https://inaturalist-open-data.s3.amazonaws.com/photos/181596857/medium.jpg,,"","",1,0,false,3,"27th Ave, Seattle, WA, US",47.6106916667,-122.2975216667,5,,,,5,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,0,"Healthy, no dieback(0%)",0,No,No selection,Large (too big to wrap arms around trunk),Tree does not typically have access to water in summer,30,13,,,"",,,,,,,,,Yes,No,Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Roadside,Area is flat (e.g. field),This is the first time I have seen this tree,No,0,,,,,,,,,,,,,,,,,,,
107918320,ac26831a-cf9a-4584-806e-86bd47f97295,Fri Mar 04 2022 16:04:01 GMT-0800 (PST),2022-03-04,2022-03-05 00:04:01 UTC,Pacific Time (US & Canada),5231089,lyndsayf,,2022-03-05 00:07:12 UTC,2022-03-05 00:09:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107918320,https://inaturalist-open-data.s3.amazonaws.com/photos/181597593/medium.jpg,,"","",1,0,false,3,"27th Ave, Seattle, WA, US",47.6091383333,-122.2975833333,5,,,,5,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,0,"Healthy, no dieback(0%)",0,No,No selection,Large (too big to wrap arms around trunk),Tree does not typically have access to water in summer,10,15,,,"",,,,,,,,,Yes,No,Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Roadside,Area is flat (e.g. field),This is the first time I have seen this tree,No,0,,,,,,,,,,,,,,,,,,,
107918973,b9eb314a-716e-487f-b0c5-2fdcf3ea3e2a,Fri Mar 04 2022 16:16:36 GMT-0800 (PST),2022-03-04,2022-03-05 00:16:36 UTC,Pacific Time (US & Canada),5231089,lyndsayf,,2022-03-05 00:18:56 UTC,2022-03-05 01:45:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107918973,https://inaturalist-open-data.s3.amazonaws.com/photos/181598715/medium.jpg,,"","",1,0,false,3,"20th Ave, Seattle, WA, US",47.6050716667,-122.306275,14,,,,14,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,0,"Healthy, no dieback(0%)",0,No,No selection,Large (too big to wrap arms around trunk),Tree does not typically have access to water in summer,15,28,,,"",,,,,,,,,Yes,No selection,Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Roadside,Area is flat (e.g. field),This is the first time I have seen this tree,No,0,,,,,,,,,,,,,,,,,,,
107919816,dcd369fa-ba24-4e43-a31e-b45be390660a,Fri Mar 04 2022 16:33:00 GMT-0800 (PST),2022-03-04,2022-03-05 00:33:00 UTC,Pacific Time (US & Canada),5231089,lyndsayf,,2022-03-05 00:35:28 UTC,2022-03-05 01:44:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107919816,https://inaturalist-open-data.s3.amazonaws.com/photos/181600214/medium.jpg,,"","",1,0,false,3,"26th Ave, Seattle, WA, US",47.6032116667,-122.29895,7,,,,7,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,0,"Healthy, no dieback(0%)",0,No,No selection,Medium (can wrap arms around trunk),Tree does not typically have access to water in summer,15,41,,,"",,,,,,,,,Yes,No,Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Roadside,Area is flat (e.g. field),This is the first time I have seen this tree,No,0,,,,,,,,,,,,,,,,,,,
107920288,d60059c9-ac42-459f-9642-ef917c3cc874,Fri Mar 04 2022 16:41:51 GMT-0800 (PST),2022-03-04,2022-03-05 00:41:51 UTC,Pacific Time (US & Canada),5231089,lyndsayf,,2022-03-05 00:43:26 UTC,2022-03-05 01:44:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107920288,https://inaturalist-open-data.s3.amazonaws.com/photos/181602361/medium.jpg,,"","",1,0,false,3,"30th Ave, Seattle, WA, US",47.6020083333,-122.293725,5,,,,5,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,1,"Healthy, no dieback(0%)",0,No,No selection,Large (too big to wrap arms around trunk),Tree does not typically have access to water in summer,15,9,,,"",,,,,,,,,Yes,No,Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,Middle of a slope,This is the first time I have seen this tree,No,0,,,,,,,,,,,,,,,,,,,
107921136,b0fe845d-56c2-45d7-8fa7-19f760984567,Fri Mar 04 2022 16:58:19 GMT-0800 (PST),2022-03-04,2022-03-05 00:58:19 UTC,Pacific Time (US & Canada),5231089,lyndsayf,,2022-03-05 01:01:10 UTC,2022-03-15 02:42:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107921136,https://inaturalist-open-data.s3.amazonaws.com/photos/181602465/medium.jpg,,"","",2,0,false,3,"28th Ave S, Seattle, WA, US",47.5999333333,-122.296105,6,,,,6,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,1,"Healthy, no dieback(0%)",0,No,No selection,Large (too big to wrap arms around trunk),Tree does not typically have access to water in summer,40,18,,,"",,,,,,,,,Yes,No,Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Roadside,Middle of a slope,This is the first time I have seen this tree,No,0,,,,,,,,,,,,,,,,,,,
107925828,de2bd327-4250-4a30-a10c-d7e249b90d23,Fri Mar 04 2022 17:11:20 GMT-0800 (PST),2022-03-04,2022-03-05 01:11:20 UTC,Pacific Time (US & Canada),5231089,lyndsayf,,2022-03-05 02:42:16 UTC,2022-03-05 03:08:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107925828,https://inaturalist-open-data.s3.amazonaws.com/photos/181611111/medium.jpg,,"","",1,0,false,3,"35th Ave S, Seattle, WA, US",47.5963783333,-122.2877883333,5,,,,5,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Browning Canopy,5,60-99% of the canopy is unhealthy,1,No,No selection,Large (too big to wrap arms around trunk),Tree does not typically have access to water in summer,15,52,,,"",,,,,,,,,Yes,Maybe,Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Roadside,Middle of a slope,This is the first time I have seen this tree,No,50,,,,,,,,,,,,,,,,,,,
107981438,69107366-e8e6-4574-af59-6175d14a1c8a,2022-03-05 14:30:55,2022-03-05,2022-03-05 14:30:55 UTC,UTC,2339935,lainiebarbarian,LainieBarbarian,2022-03-05 22:34:27 UTC,2023-07-08 07:39:00 UTC,research,CC-BY,https://www.inaturalist.org/observations/107981438,https://inaturalist-open-data.s3.amazonaws.com/photos/181712816/medium.jpeg,,"",,1,0,false,2,"North Vancouver, BC V7R 4C3, Canada",49.3440224435,-123.1079884619,8,,,,8,,open,false,,,,Greater Vancouver,British Columbia,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Yellowing Canopy,,1-29% of the canopy is unhealthy,2-3,Not sure,No selection,Medium (can wrap arms around trunk),No selection,,,,,"",,,,,,,,,Yes,No,No Selection,Suburban,No Selection,Roadside,Area is flat (e.g. field),No selection,No selection,70,,,,,,,,,,,,,,,,,,,
108133723,53ff3e77-f42a-4cff-9cb3-15e8e882bd7e,Mon Mar 07 2022 12:56:07 GMT-0800 (PST),2022-03-07,2022-03-07 20:56:07 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2022-03-07 21:15:06 UTC,2022-03-08 16:59:09 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/108133723,https://inaturalist-open-data.s3.amazonaws.com/photos/182003792/medium.jpg,,"",Healthy specimen. Compacted soil,1,0,true,3,"N 36th St, Seattle, WA, US",47.6512716667,-122.3488216667,10,,,,10,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,No selection,Large (too big to wrap arms around trunk),No selection,"",,,,"",,,,,,,,,No Selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,"",,,,,,,,,,,,,,,,,,,
108154457,4f76911e-d3ed-44e7-9024-e4cef5568c39,Sun Feb 20 2022 12:09:22 GMT-0800 (PST),2022-02-20,2022-02-20 20:09:22 UTC,Pacific Time (US & Canada),3765174,bcrobyn,Robyn Hanson,2022-03-08 03:24:40 UTC,2024-03-20 00:13:44 UTC,research,CC0,https://www.inaturalist.org/observations/108154457,https://inaturalist-open-data.s3.amazonaws.com/photos/182042534/medium.jpg,,"","",1,0,false,3,"Sunshine Coast, BC, CA",49.61195,-124.0569695,10,,,,10,,open,false,,,,Sunshine Coast,British Columbia,Canada,British Columbia,Sunshine Coast,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,No selection,No selection,No selection,"",,,,"",,,,,,,,,No Selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,"",,,,,,,,,,,,,,,,,,,
108617146,2048544b-9321-4b2b-9021-e04c9d6a8552,Mon Mar 14 2022 15:51:10 GMT-0700 (PDT),2022-03-14,2022-03-14 22:51:10 UTC,Pacific Time (US & Canada),5231089,lyndsayf,,2022-03-14 22:52:38 UTC,2022-03-27 04:58:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108617146,https://inaturalist-open-data.s3.amazonaws.com/photos/182909857/medium.jpg,,"","",1,0,false,3,"NE 85th St, Seattle, WA, US",47.69043,-122.2934633333,5,,,,5,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Browning Canopy,15,1-29% of the canopy is unhealthy,0,No,No selection,Very Large (would take many people to wrap arms around trunk),Tree does not typically have access to water in summer,25,4,,,"",,,,,,,,,Yes,Yes (please include photo),Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Roadside,Middle of a slope,This is the first time I have seen this tree,No,3,,,,,,,,,,,,,,,,,,,
108617731,39f01289-cee3-41b2-9785-8e7665c6bf72,Mon Mar 14 2022 16:01:13 GMT-0700 (PDT),2022-03-14,2022-03-14 23:01:13 UTC,Pacific Time (US & Canada),5231089,lyndsayf,,2022-03-14 23:03:30 UTC,2022-03-15 02:46:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108617731,https://inaturalist-open-data.s3.amazonaws.com/photos/182911050/medium.jpg,,"","",1,0,false,3,"NE 88th St, Seattle, WA, US",47.6923833333,-122.2836,4,,,,4,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,New Dead Top (red or brown needles still attached),5,1-29% of the canopy is unhealthy,0,Not sure,No selection,Large (too big to wrap arms around trunk),Tree does not typically have access to water in summer,10,26,,,"",,,,,,,,,Yes,No,Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Roadside,Middle of a slope,This is the first time I have seen this tree,No,0,,,,,,,,,,,,,,,,,,,
